"subj_id","seed","date","computer","block","block_type","trial","proposition_id","feat_type","question_slug","cue","mask_type","response_type","pic","correct_response","response","rt","is_correct"
"MDT117",117,"2015_Nov_12_1526","LL-George",0,"practice",0,"tiger:nonvisual:yes:5","nonvisual","does-it-live-in-india","tiger","mask","prompt",NA,"yes","yes",185.613046749,1
"MDT117",117,"2015_Nov_12_1526","LL-George",0,"practice",1,"toad:visual:yes:4","visual","does-it-have-a-long-tongue","toad","mask","prompt",NA,"yes","timeout",1500,0
"MDT117",117,"2015_Nov_12_1526","LL-George",0,"practice",2,"rabbit:visual:yes:3","visual","does-it-have-whiskers","rabbit","nomask","prompt",NA,"yes","yes",221.543459818,1
"MDT117",117,"2015_Nov_12_1526","LL-George",0,"practice",3,"train:visual:yes:1","visual","does-it-have-a-caboose","train","nomask","prompt",NA,"yes","yes",780.416113193,1
"MDT117",117,"2015_Nov_12_1526","LL-George",0,"practice",4,"bottle:nonvisual:yes:1","nonvisual","is-it-used-for-holding-things","bottle","nomask","prompt",NA,"yes","yes",420.045452367,1
"MDT117",117,"2015_Nov_12_1526","LL-George",0,"practice",5,"raccoon:visual:yes:5","visual","does-it-have-a-mask","raccoon","nomask","prompt",NA,"yes","no",1028.85008723,0
"MDT117",117,"2015_Nov_12_1526","LL-George",0,"practice",6,"pineapple:nonvisual:yes:2","nonvisual","is-it-tropical","pineapple","mask","prompt",NA,"yes","yes",280.432757703,1
"MDT117",117,"2015_Nov_12_1526","LL-George",0,"practice",7,"pig:visual:yes:3","visual","does-it-have-a-snout","pig","nomask","prompt",NA,"yes","yes",300.010882958,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",9,"camel:visual:yes:4","visual","is-it-large","camel","mask","pic","camel","yes","yes",694.527471482,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",10,"chicken:nonvisual:yes:4","nonvisual","is-it-eaten-by-frying","chicken","mask","pic","chicken","yes","timeout",1500,0
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",11,"pig:nonvisual:yes:2","nonvisual","does-it-live-on-farms","pig","nomask","prompt",NA,"yes","yes",667.603348105,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",12,"zebra:nonvisual:yes:3","nonvisual","does-it-live-in-africa","zebra","mask","prompt",NA,"yes","yes",894.523310344,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",13,"strawberry:visual:yes:1","visual","is-it-red","strawberry","mask","prompt",NA,"yes","yes",259.395675632,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",14,"banana:visual:yes:1","visual","is-it-yellow","banana","mask","prompt",NA,"yes","yes",345.587759875,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",15,"pineapple:visual:no:1","visual","does-it-have-legs","pineapple","nomask","pic","alligator","no","no",664.08687162,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",16,"mouse:visual:yes:3","visual","does-it-have-fur","mouse","nomask","prompt",NA,"yes","yes",1348.02874383,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",17,"bottle:visual:no:5","visual","does-it-have-teeth","bottle","nomask","prompt",NA,"no","no",362.532528845,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",18,"dog:nonvisual:yes:3","nonvisual","is-it-a-pet","dog","mask","prompt",NA,"yes","yes",357.200198443,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",19,"zebra:nonvisual:yes:1","nonvisual","is-it-an-animal","zebra","mask","prompt",NA,"yes","yes",402.325112431,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",20,"camel:nonvisual:yes:5","nonvisual","does-it-spit","camel","nomask","prompt",NA,"yes","yes",576.792407534,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",21,"alligator:nonvisual:yes:6","nonvisual","is-it-found-in-summer","alligator","mask","prompt",NA,"yes","yes",761.979738498,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",22,"grasshopper:nonvisual:yes:2","nonvisual","does-it-live-in-grass","grasshopper","nomask","prompt",NA,"yes","yes",464.561880828,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",23,"raccoon:nonvisual:yes:2","nonvisual","is-it-furry","raccoon","nomask","prompt",NA,"yes","yes",347.92727622,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",24,"grasshopper:visual:no:1","visual","is-it-made-of-wood","grasshopper","mask","prompt",NA,"no","no",518.124929993,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",25,"lion:nonvisual:no:1","nonvisual","is-it-found-in-kitchens","lion","mask","prompt",NA,"no","no",306.210649302,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",26,"donkey:visual:yes:2","visual","does-it-have-four-legs","donkey","mask","prompt",NA,"yes","yes",340.462845896,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",27,"banana:nonvisual:yes:3","nonvisual","does-it-grow-in-tropical-climates","banana","nomask","prompt",NA,"yes","yes",302.749547875,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",28,"deer:nonvisual:no:1","nonvisual","does-it-live-in-zoos","deer","nomask","prompt",NA,"no","no",297.419458089,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",29,"chair:visual:no:1","visual","is-it-long","chair","mask","prompt",NA,"no","no",1181.13886978,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",30,"rabbit:visual:yes:4","visual","does-it-have-a-tail","rabbit","mask","pic","rabbit","yes","yes",907.728822232,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",31,"table:nonvisual:yes:2","nonvisual","is-it-found-in-kitchens","table","mask","prompt",NA,"yes","yes",704.616935807,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",32,"alligator:nonvisual:no:1","nonvisual","is-it-a-mammal","alligator","mask","pic","raccoon","no","no",970.544948228,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",33,"train:nonvisual:yes:2","nonvisual","is-it-used-for-transportation","train","mask","prompt",NA,"yes","yes",667.683689971,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",34,"penguin:visual:yes:2","visual","does-it-have-a-beak","penguin","nomask","prompt",NA,"yes","yes",385.263831762,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",35,"elephant:visual:yes:4","visual","does-it-have-a-tail","elephant","mask","prompt",NA,"yes","yes",319.225389307,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",36,"grasshopper:nonvisual:yes:3","nonvisual","is-it-found-in-summer","grasshopper","mask","prompt",NA,"yes","yes",354.496423024,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",37,"bottle:visual:no:4","visual","does-it-have-eyes","bottle","mask","prompt",NA,"no","no",327.727861979,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",38,"carrot:visual:yes:1","visual","is-it-orange","carrot","mask","prompt",NA,"yes","yes",248.168621867,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",39,"penguin:visual:yes:4","visual","does-it-have-wings","penguin","nomask","pic","penguin","yes","yes",646.051566029,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",40,"giraffe:nonvisual:yes:5","nonvisual","does-it-live-in-grass","giraffe","nomask","pic","giraffe","yes","yes",1153.30505898,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",41,"table:visual:yes:3","visual","does-it-have-legs","table","mask","prompt",NA,"yes","yes",279.139605977,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",42,"deer:visual:yes:1","visual","does-it-have-antlers","deer","nomask","pic","deer","yes","yes",509.445449163,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",43,"apple:nonvisual:yes:4","nonvisual","is-it-nutritious","apple","nomask","prompt",NA,"yes","yes",556.898996525,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",44,"pineapple:nonvisual:yes:5","nonvisual","is-it-prickly","pineapple","mask","pic","pineapple","yes","yes",730.192852468,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",45,"dog:nonvisual:no:3","nonvisual","is-it-eaten-as-bacon","dog","nomask","pic","bottle","no","no",234.724965194,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",46,"bottle:visual:yes:4","visual","does-it-have-a-neck","bottle","nomask","pic","bottle","yes","yes",448.270409543,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",47,"jacket:nonvisual:yes:3","nonvisual","is-it-worn-in-winter","jacket","nomask","prompt",NA,"yes","yes",255.133076193,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",48,"tiger:nonvisual:no:2","nonvisual","does-it-taste-sweet","tiger","nomask","pic","mouse","no","no",16.0213177878,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",49,"chair:nonvisual:no:2","nonvisual","is-it-nutritious","chair","mask","prompt",NA,"no","no",626.83161821,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",50,"jacket:nonvisual:yes:4","nonvisual","is-it-worn-for-the-rain","jacket","nomask","pic","jacket","yes","yes",252.482115131,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",51,"strawberry:visual:no:3","visual","does-it-have-a-mane","strawberry","mask","pic","dog","no","no",769.043419816,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",52,"pineapple:nonvisual:no:5","nonvisual","is-it-a-pet","pineapple","nomask","prompt",NA,"no","no",442.208920824,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",53,"alligator:visual:yes:1","visual","does-it-have-a-long-tongue","alligator","mask","prompt",NA,"yes","yes",623.771905957,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",54,"tiger:visual:yes:1","visual","does-it-have-stripes","tiger","nomask","prompt",NA,"yes","yes",434.741609715,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",55,"carrot:nonvisual:no:1","nonvisual","is-it-used-for-holding-things","carrot","nomask","prompt",NA,"no","no",783.767744826,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",56,"strawberry:visual:yes:2","visual","does-it-have-seeds","strawberry","mask","prompt",NA,"yes","yes",303.085319203,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",57,"elephant:visual:yes:3","visual","does-it-have-four-legs","elephant","mask","pic","elephant","yes","yes",209.639421926,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",58,"train:visual:yes:3","visual","does-it-have-many-cars","train","mask","pic","train","yes","yes",545.312484988,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",59,"chicken:nonvisual:no:2","nonvisual","is-it-a-mammal","chicken","nomask","prompt",NA,"no","no",384.456252097,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",60,"banana:nonvisual:yes:1","nonvisual","is-it-a-fruit","banana","nomask","pic","banana","yes","yes",559.386393099,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",61,"giraffe:visual:yes:4","visual","is-it-brown","giraffe","mask","prompt",NA,"yes","yes",1171.569867,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",62,"toad:nonvisual:yes:4","nonvisual","does-it-eat-insects","toad","mask","prompt",NA,"yes","yes",338.131011638,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",63,"pig:visual:yes:5","visual","is-it-muddy","pig","mask","prompt",NA,"yes","yes",1124.67135061,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",64,"raccoon:nonvisual:yes:4","nonvisual","does-it-produce-offspring","raccoon","mask","prompt",NA,"yes","yes",332.96192564,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",65,"camel:visual:yes:5","visual","is-it-beige","camel","nomask","pic","camel","yes","yes",859.502904801,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",66,"donkey:visual:yes:1","visual","does-it-have-legs","donkey","nomask","prompt",NA,"yes","yes",301.388537686,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",67,"lion:visual:yes:1","visual","does-it-have-a-mane","lion","mask","prompt",NA,"yes","yes",317.108013376,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",68,"banana:visual:yes:3","visual","does-it-have-a-peel","banana","mask","pic","banana","yes","yes",397.769633346,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",69,"jacket:nonvisual:yes:1","nonvisual","is-it-clothing","jacket","nomask","prompt",NA,"yes","yes",328.981643019,1
"MDT117",117,"2015_Nov_12_1526","LL-George",1,"test",70,"swan:visual:yes:3","visual","does-it-have-feathers","swan","mask","prompt",NA,"yes","yes",50.5055775138,1
"MDT117",117,"2015_Nov_12_1526","LL-George",2,"test",72,"jacket:nonvisual:yes:2","nonvisual","is-it-worn-in-cold-temperatures","jacket","nomask","prompt",NA,"yes","yes",645.203335298,1
