subj_id,seed,date,computer,block,block_type,trial,proposition_id,question_slug,cue,mask_type,response_type,pic,correct_response,response,rt,is_correct
MDT109,109,2015_Nov_12_1337,LL-Kramer,0,practice,0,rabbit:nonvisual:yes:6,does-it-make-noises,rabbit,mask,prompt,,yes,yes,417.949202005,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,0,practice,1,toad:nonvisual:yes:1,does-it-eat,toad,mask,prompt,,yes,yes,553.755421657,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,0,practice,2,alligator:visual:yes:5,does-it-have-jaws,alligator,mask,prompt,,yes,yes,114.324216265,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,0,practice,3,rabbit:visual:no:4,is-it-flat,rabbit,mask,prompt,,no,no,505.890882574,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,0,practice,4,camel:nonvisual:no:2,is-it-graceful,camel,mask,pic,pineapple,no,timeout,1500.0,0
MDT109,109,2015_Nov_12_1337,LL-Kramer,0,practice,5,bike:nonvisual:yes:4,is-it-fast,bike,nomask,prompt,,yes,yes,522.609029431,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,0,practice,6,pineapple:visual:yes:3,does-it-have-skin,pineapple,nomask,pic,pineapple,yes,yes,292.027591728,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,0,practice,7,alligator:nonvisual:yes:4,does-it-live-in-water,alligator,mask,prompt,,yes,yes,1018.33074586,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,9,alligator:visual:yes:2,is-it-long,alligator,mask,prompt,,yes,yes,332.750027999,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,10,swan:nonvisual:yes:2,is-it-a-bird,swan,nomask,prompt,,yes,yes,649.133364204,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,11,raccoon:nonvisual:yes:2,is-it-furry,raccoon,mask,prompt,,yes,yes,765.539426822,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,12,giraffe:visual:yes:4,is-it-brown,giraffe,mask,prompt,,yes,no,626.273066271,0
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,13,rabbit:visual:yes:3,does-it-have-whiskers,rabbit,nomask,prompt,,yes,yes,720.2198999,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,14,penguin:nonvisual:yes:1,is-it-a-bird,penguin,mask,prompt,,yes,yes,205.299681518,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,15,donkey:nonvisual:no:3,is-it-furniture,donkey,nomask,pic,giraffe,no,no,545.153081883,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,16,alligator:visual:yes:1,does-it-have-a-long-tongue,alligator,nomask,prompt,,yes,yes,722.059760243,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,17,banana:visual:yes:3,does-it-have-a-peel,banana,nomask,prompt,,yes,yes,592.590304557,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,18,bottle:nonvisual:yes:5,is-it-used-for-holding-beer,bottle,nomask,pic,bottle,yes,yes,151.159835048,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,19,mouse:nonvisual:no:1,is-it-a-fruit,mouse,mask,prompt,,no,no,486.682777759,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,20,lion:nonvisual:yes:4,does-it-live-in-jungles,lion,mask,pic,lion,yes,yes,109.18969987,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,21,giraffe:nonvisual:yes:5,does-it-live-in-grass,giraffe,mask,prompt,,yes,yes,582.096570171,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,22,pig:visual:yes:5,is-it-muddy,pig,nomask,prompt,,yes,no,1110.88968208,0
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,23,tiger:nonvisual:yes:1,is-it-a-carnivore,tiger,nomask,pic,tiger,yes,no,1127.14306265,0
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,24,deer:visual:no:2,is-it-green,deer,nomask,prompt,,no,no,453.311460558,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,25,donkey:nonvisual:yes:2,is-it-like-a-horse,donkey,mask,pic,donkey,yes,yes,456.853864249,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,26,toad:visual:yes:3,is-it-small,toad,mask,prompt,,yes,no,428.830241784,0
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,27,pineapple:nonvisual:yes:3,does-it-grow-on-trees,pineapple,mask,prompt,,yes,yes,745.61752798,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,28,jacket:nonvisual:yes:4,is-it-worn-for-the-rain,jacket,mask,prompt,,yes,yes,366.51473213,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,29,giraffe:nonvisual:yes:4,is-it-a-mammal,giraffe,nomask,prompt,,yes,yes,197.371125221,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,30,chicken:nonvisual:yes:4,is-it-eaten-by-frying,chicken,mask,prompt,,yes,yes,502.90703075,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,31,penguin:nonvisual:yes:2,is-it-unable-to-fly,penguin,nomask,prompt,,yes,yes,371.135508642,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,32,train:visual:yes:1,does-it-have-a-caboose,train,mask,prompt,,yes,no,354.996718932,0
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,33,pineapple:nonvisual:yes:5,is-it-prickly,pineapple,nomask,prompt,,yes,yes,600.195253268,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,34,rabbit:nonvisual:yes:4,is-it-hunted-by-people,rabbit,mask,prompt,,yes,yes,345.408511348,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,35,chair:visual:yes:2,is-it-made-of-wood,chair,mask,prompt,,yes,yes,299.901733175,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,36,carrot:nonvisual:yes:1,is-it-a-vegetable,carrot,nomask,prompt,,yes,yes,441.060448531,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,37,bottle:nonvisual:yes:1,is-it-used-for-holding-things,bottle,mask,prompt,,yes,yes,517.983451486,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,38,elephant:visual:yes:1,is-it-grey,elephant,nomask,pic,elephant,yes,yes,551.529855933,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,39,camel:visual:yes:1,does-it-have-a-hump,camel,mask,prompt,,yes,yes,356.364451349,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,40,deer:visual:yes:5,does-it-have-a-white-tail,deer,mask,prompt,,yes,yes,381.890114397,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,41,dog:visual:no:1,does-it-have-antlers,dog,mask,prompt,,no,no,200.491013937,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,42,chicken:nonvisual:yes:1,does-it-lay-eggs,chicken,mask,prompt,,yes,yes,267.273658421,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,43,deer:nonvisual:yes:5,is-it-timid,deer,nomask,prompt,,yes,yes,1125.7814127,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,44,toad:nonvisual:yes:4,does-it-eat-insects,toad,nomask,pic,toad,yes,yes,318.041707389,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,45,mouse:visual:yes:2,is-it-grey,mouse,mask,prompt,,yes,yes,303.896099795,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,46,banana:visual:yes:2,is-it-long,banana,nomask,prompt,,yes,timeout,1500.0,0
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,47,dog:visual:yes:4,does-it-have-hair,dog,nomask,prompt,,yes,yes,307.605588343,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,48,rabbit:nonvisual:yes:5,does-it-eat-carrots,rabbit,mask,prompt,,yes,yes,484.536273871,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,49,train:visual:yes:2,does-it-have-an-engine,train,nomask,prompt,,yes,no,558.073075954,0
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,50,jacket:nonvisual:yes:3,is-it-worn-in-winter,jacket,nomask,pic,jacket,yes,yes,585.27567517,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,51,elephant:nonvisual:no:4,is-it-furry,elephant,nomask,prompt,,no,no,904.881647788,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,52,bottle:visual:yes:4,does-it-have-a-neck,bottle,nomask,prompt,,yes,yes,828.287374228,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,53,carrot:nonvisual:yes:3,does-it-grow-underground,carrot,mask,pic,carrot,yes,yes,231.245618779,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,54,raccoon:visual:yes:2,does-it-have-a-tail,raccoon,nomask,prompt,,yes,yes,403.442216571,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,55,zebra:visual:yes:2,does-it-have-four-legs,zebra,mask,pic,zebra,yes,yes,384.845477995,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,56,carrot:visual:yes:4,does-it-have-a-pointed-end,carrot,mask,prompt,,yes,yes,336.565145757,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,57,jacket:nonvisual:yes:2,is-it-worn-in-cold-temperatures,jacket,mask,prompt,,yes,yes,557.794599794,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,58,lion:nonvisual:yes:1,is-it-an-animal,lion,mask,prompt,,yes,yes,403.343309648,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,59,chair:nonvisual:yes:6,is-it-used-in-circuses,chair,nomask,pic,chair,yes,yes,1046.27882782,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,60,table:nonvisual:yes:2,is-it-found-in-kitchens,table,nomask,pic,table,yes,yes,309.568042401,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,61,pineapple:visual:yes:4,is-it-yellow-inside,pineapple,nomask,prompt,,yes,yes,326.009954326,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,62,tiger:visual:yes:5,does-it-have-large-teeth,tiger,mask,prompt,,yes,yes,356.537938118,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,63,donkey:visual:no:2,does-it-have-a-pointed-end,donkey,mask,pic,train,no,no,291.452075355,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,64,apple:visual:yes:3,does-it-have-seeds,apple,nomask,prompt,,yes,yes,613.950674888,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,65,swan:nonvisual:yes:3,does-it-live-on-water,swan,nomask,prompt,,yes,yes,10.5663943104,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,66,mouse:visual:no:2,is-it-large,mouse,mask,prompt,,no,no,497.978009749,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,67,table:visual:yes:4,is-it-flat,table,nomask,prompt,,yes,yes,585.806059185,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,68,bike:visual:yes:1,does-it-have-handle-bars,bike,mask,prompt,,yes,yes,457.181953359,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,1,test,69,swan:visual:yes:1,does-it-have-a-long-neck,swan,nomask,prompt,,yes,yes,817.259414587,1
MDT109,109,2015_Nov_12_1337,LL-Kramer,2,test,71,grasshopper:visual:yes:2,does-it-have-legs,grasshopper,mask,prompt,,yes,yes,13.1472563371,1
