subj_id,seed,date,computer,block,block_type,trial,proposition_id,question_slug,cue,mask_type,response_type,pic,correct_response,response,rt,is_correct
MDT102,102,2015_Nov_12_0916,LL-George,0,practice,0,chicken:nonvisual:yes:2,does-it-live-on-a-farm,chicken,mask,prompt,,yes,yes,625.600883446,1
MDT102,102,2015_Nov_12_0916,LL-George,0,practice,1,raccoon:visual:yes:3,does-it-have-eyes,raccoon,nomask,prompt,,yes,yes,187.234607816,1
MDT102,102,2015_Nov_12_0916,LL-George,0,practice,2,penguin:visual:yes:1,is-it-black,penguin,nomask,prompt,,yes,yes,385.025366908,1
MDT102,102,2015_Nov_12_0916,LL-George,0,practice,3,alligator:visual:yes:5,does-it-have-jaws,alligator,mask,prompt,,yes,yes,390.900885031,1
MDT102,102,2015_Nov_12_0916,LL-George,0,practice,4,bike:nonvisual:yes:3,does-it-have-different-speeds,bike,nomask,prompt,,yes,yes,370.397388091,1
MDT102,102,2015_Nov_12_0916,LL-George,0,practice,5,raccoon:nonvisual:yes:3,is-it-nocturnal,raccoon,nomask,prompt,,yes,yes,753.048989325,1
MDT102,102,2015_Nov_12_0916,LL-George,0,practice,6,tiger:nonvisual:yes:5,does-it-live-in-india,tiger,nomask,prompt,,yes,no,1424.94406478,0
MDT102,102,2015_Nov_12_0916,LL-George,0,practice,7,banana:visual:yes:2,is-it-long,banana,nomask,prompt,,yes,yes,463.233199436,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,9,giraffe:visual:no:3,is-it-muddy,giraffe,nomask,prompt,,no,no,697.126258339,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,10,strawberry:nonvisual:no:3,is-it-furniture,strawberry,nomask,prompt,,no,no,489.277403452,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,11,dog:nonvisual:no:2,is-it-eaten-in-pies,dog,mask,prompt,,no,no,262.940319764,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,12,penguin:visual:yes:4,does-it-have-wings,penguin,nomask,prompt,,yes,yes,1193.85624889,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,13,swan:visual:yes:2,does-it-have-a-beak,swan,nomask,prompt,,yes,yes,337.847734583,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,14,chicken:visual:yes:4,does-it-have-legs,chicken,nomask,pic,chicken,yes,yes,300.383464302,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,15,deer:visual:no:3,does-it-have-a-lid,deer,mask,prompt,,no,timeout,1500.0,0
MDT102,102,2015_Nov_12_0916,LL-George,1,test,16,jacket:visual:yes:3,does-it-have-a-hood,jacket,mask,pic,jacket,yes,yes,484.747211245,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,17,pig:nonvisual:yes:2,does-it-live-on-farms,pig,mask,prompt,,yes,yes,192.067602387,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,18,tiger:visual:yes:5,does-it-have-large-teeth,tiger,mask,prompt,,yes,yes,514.945505172,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,19,apple:visual:yes:4,is-it-round,apple,mask,prompt,,yes,yes,392.86397901,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,20,swan:visual:no:4,is-it-made-of-wood,swan,mask,prompt,,no,no,281.679816908,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,21,chair:visual:no:5,does-it-have-a-tail,chair,nomask,prompt,,no,yes,302.286381891,0
MDT102,102,2015_Nov_12_0916,LL-George,1,test,22,camel:visual:yes:4,is-it-large,camel,nomask,prompt,,yes,yes,946.095738051,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,23,raccoon:nonvisual:yes:4,does-it-produce-offspring,raccoon,nomask,pic,raccoon,yes,yes,607.091528902,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,24,chair:visual:yes:4,does-it-have-a-seat,chair,nomask,prompt,,yes,yes,629.287646239,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,25,carrot:nonvisual:yes:2,is-it-eaten-by-rabbits,carrot,mask,prompt,,yes,yes,206.213850164,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,26,donkey:nonvisual:yes:4,is-it-furry,donkey,mask,pic,donkey,yes,yes,236.362210533,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,27,pig:nonvisual:yes:5,does-it-like-mud,pig,nomask,prompt,,yes,yes,169.54019494,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,28,lion:nonvisual:no:2,does-it-eat-cheese,lion,nomask,prompt,,no,no,700.18405006,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,29,bottle:nonvisual:no:4,does-it-fly,bottle,nomask,prompt,,no,no,238.752940801,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,30,toad:nonvisual:yes:2,does-it-hop,toad,nomask,prompt,,yes,yes,256.983819592,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,31,dog:nonvisual:no:3,is-it-eaten-as-bacon,dog,mask,prompt,,no,no,492.423219112,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,32,giraffe:nonvisual:no:2,is-it-hunted-by-people,giraffe,nomask,pic,lion,no,no,1113.68148137,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,33,bottle:visual:yes:2,is-it-made-of-plastic,bottle,nomask,prompt,,yes,yes,981.260182773,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,34,swan:visual:yes:3,does-it-have-feathers,swan,nomask,pic,swan,yes,yes,892.556375329,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,35,bike:nonvisual:no:1,does-it-live-in-africa,bike,nomask,prompt,,no,no,456.608677559,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,36,elephant:nonvisual:no:2,is-it-a-reptile,elephant,nomask,pic,pineapple,no,no,623.754301181,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,37,pineapple:nonvisual:no:5,is-it-a-pet,pineapple,mask,prompt,,no,no,406.573307933,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,38,deer:nonvisual:yes:2,is-it-fast,deer,nomask,prompt,,yes,yes,318.677080169,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,39,table:nonvisual:no:2,is-it-a-mammal,table,mask,pic,tiger,no,no,391.306115271,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,40,lion:visual:yes:1,does-it-have-a-mane,lion,nomask,pic,lion,yes,yes,521.55338251,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,41,zebra:nonvisual:yes:2,does-it-run-fast,zebra,mask,pic,zebra,yes,yes,627.453867462,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,42,camel:visual:yes:1,does-it-have-a-hump,camel,mask,prompt,,yes,yes,329.024534672,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,43,alligator:nonvisual:yes:6,is-it-found-in-summer,alligator,mask,prompt,,yes,yes,67.9064705473,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,44,mouse:visual:yes:3,does-it-have-fur,mouse,mask,prompt,,yes,yes,601.790887129,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,45,elephant:nonvisual:no:5,does-it-lay-eggs,elephant,mask,prompt,,no,no,64.3746299029,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,46,swan:nonvisual:yes:4,does-it-lay-eggs,swan,mask,prompt,,yes,yes,460.811420708,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,47,grasshopper:visual:yes:1,is-it-green,grasshopper,mask,prompt,,yes,yes,381.061088614,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,48,apple:visual:yes:3,does-it-have-seeds,apple,mask,prompt,,yes,yes,421.727509878,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,49,giraffe:visual:yes:3,does-it-have-long-legs,giraffe,mask,prompt,,yes,no,238.955555906,0
MDT102,102,2015_Nov_12_0916,LL-George,1,test,50,carrot:visual:yes:1,is-it-orange,carrot,nomask,prompt,,yes,yes,298.682201552,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,51,banana:visual:no:1,does-it-have-feathers,banana,nomask,prompt,,no,no,197.104812512,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,52,train:visual:no:2,does-it-have-a-zipper,train,mask,prompt,,no,no,201.633084202,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,53,strawberry:visual:no:4,does-it-have-ears,strawberry,mask,prompt,,no,no,296.162796294,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,54,tiger:nonvisual:yes:4,does-it-live-in-zoos,tiger,mask,prompt,,yes,yes,284.389033826,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,55,penguin:nonvisual:yes:3,does-it-live-in-the-arctic,penguin,nomask,prompt,,yes,yes,211.706864269,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,56,zebra:visual:yes:2,does-it-have-four-legs,zebra,nomask,pic,zebra,yes,yes,520.675063613,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,57,rabbit:visual:yes:4,does-it-have-a-tail,rabbit,mask,pic,rabbit,yes,yes,1108.57449227,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,58,donkey:nonvisual:yes:5,does-it-make-noises,donkey,nomask,prompt,,yes,yes,317.56541779,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,59,raccoon:visual:yes:2,does-it-have-a-tail,raccoon,mask,prompt,,yes,yes,320.78357313,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,60,bike:visual:yes:2,does-it-have-a-seat,bike,nomask,prompt,,yes,yes,226.568506638,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,61,pineapple:nonvisual:yes:3,does-it-grow-on-trees,pineapple,nomask,prompt,,yes,no,314.925979867,0
MDT102,102,2015_Nov_12_0916,LL-George,1,test,62,chair:visual:yes:1,does-it-have-legs,chair,nomask,prompt,,yes,yes,223.00753805,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,63,dog:visual:yes:5,does-it-have-a-nose,dog,nomask,pic,dog,yes,yes,292.736904448,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,64,mouse:visual:yes:4,does-it-have-whiskers,mouse,mask,prompt,,yes,yes,189.621176949,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,65,jacket:visual:yes:1,does-it-have-a-zipper,jacket,nomask,prompt,,yes,yes,185.773730453,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,66,pig:nonvisual:no:2,is-it-a-bird,pig,mask,prompt,,no,no,188.333786791,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,67,table:nonvisual:yes:2,is-it-found-in-kitchens,table,nomask,pic,table,yes,yes,230.240545425,1
MDT102,102,2015_Nov_12_0916,LL-George,1,test,68,toad:visual:yes:4,does-it-have-a-long-tongue,toad,nomask,prompt,,yes,yes,149.151289152,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,70,alligator:visual:no:4,is-it-small,alligator,mask,pic,elephant,no,no,309.500184056,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,71,deer:visual:yes:5,does-it-have-a-white-tail,deer,mask,pic,deer,yes,no,305.097066404,0
MDT102,102,2015_Nov_12_0916,LL-George,2,test,72,tiger:visual:yes:4,does-it-have-whiskers,tiger,mask,prompt,,yes,yes,200.985548072,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,73,camel:visual:yes:3,does-it-have-legs,camel,mask,pic,camel,yes,yes,104.879087114,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,74,rabbit:visual:yes:3,does-it-have-whiskers,rabbit,mask,pic,rabbit,yes,yes,1104.67231087,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,75,bike:nonvisual:yes:4,is-it-fast,bike,mask,prompt,,yes,yes,300.65777892,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,76,bottle:nonvisual:yes:5,is-it-used-for-holding-beer,bottle,mask,prompt,,yes,yes,103.241201607,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,77,table:visual:yes:4,is-it-flat,table,nomask,pic,table,yes,yes,551.773762461,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,78,lion:nonvisual:yes:4,does-it-live-in-jungles,lion,mask,prompt,,yes,yes,135.022966249,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,79,bike:visual:yes:3,does-it-have-gears,bike,nomask,prompt,,yes,yes,91.5932333592,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,80,chair:visual:yes:2,is-it-made-of-wood,chair,nomask,prompt,,yes,yes,232.105372663,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,81,zebra:visual:no:1,is-it-red,zebra,nomask,pic,lion,no,no,342.63943792,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,82,bottle:visual:yes:1,is-it-made-of-glass,bottle,mask,prompt,,yes,yes,45.8351871639,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,83,penguin:nonvisual:yes:2,is-it-unable-to-fly,penguin,nomask,prompt,,yes,yes,133.726933724,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,84,alligator:visual:yes:1,does-it-have-a-long-tongue,alligator,nomask,prompt,,yes,yes,1064.28372518,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,85,carrot:nonvisual:yes:3,does-it-grow-underground,carrot,nomask,prompt,,yes,yes,337.598706858,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,86,grasshopper:nonvisual:no:1,does-it-require-a-conductor,grasshopper,mask,pic,banana,no,no,610.915288969,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,87,mouse:nonvisual:yes:3,does-it-eat,mouse,nomask,prompt,,yes,timeout,1500.0,0
MDT102,102,2015_Nov_12_0916,LL-George,2,test,88,train:nonvisual:yes:1,is-it-used-for-freight,train,nomask,prompt,,yes,yes,580.112990734,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,89,table:nonvisual:yes:3,is-it-found-in-dining-rooms,table,nomask,prompt,,yes,yes,273.359473766,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,90,dog:nonvisual:yes:3,is-it-a-pet,dog,nomask,prompt,,yes,yes,54.200982675,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,91,elephant:visual:yes:1,is-it-grey,elephant,mask,prompt,,yes,yes,746.723428761,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,92,lion:visual:no:5,does-it-have-a-long-neck,lion,nomask,prompt,,no,no,506.313397244,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,93,apple:nonvisual:yes:3,is-it-eaten-in-pies,apple,nomask,prompt,,yes,yes,375.292479555,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,94,toad:nonvisual:no:2,does-it-run-fast,toad,mask,prompt,,no,no,54.7489717137,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,95,strawberry:visual:yes:4,is-it-small,strawberry,mask,prompt,,yes,yes,379.374549884,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,96,table:visual:yes:3,does-it-have-legs,table,nomask,prompt,,yes,yes,564.811868826,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,97,raccoon:visual:yes:5,does-it-have-a-mask,raccoon,mask,prompt,,yes,yes,19.9926379864,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,98,mouse:nonvisual:yes:1,is-it-a-rodent,mouse,mask,prompt,,yes,yes,376.017796836,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,99,elephant:visual:no:5,does-it-have-hooves,elephant,mask,prompt,,no,yes,82.9451210739,0
MDT102,102,2015_Nov_12_0916,LL-George,2,test,100,swan:nonvisual:no:2,does-it-grow-on-trees,swan,nomask,prompt,,no,no,272.855656731,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,101,pig:visual:no:2,does-it-have-wings,pig,nomask,prompt,,no,no,83.7856697035,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,102,chicken:nonvisual:yes:1,does-it-lay-eggs,chicken,nomask,prompt,,yes,yes,207.650400916,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,103,penguin:visual:yes:2,does-it-have-a-beak,penguin,mask,prompt,,yes,no,118.901141119,0
MDT102,102,2015_Nov_12_0916,LL-George,2,test,104,banana:nonvisual:yes:2,does-it-taste-good,banana,nomask,pic,banana,yes,yes,444.10031529,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,105,pig:visual:yes:3,does-it-have-a-snout,pig,mask,prompt,,yes,yes,175.373781662,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,106,pineapple:nonvisual:yes:2,is-it-tropical,pineapple,nomask,prompt,,yes,yes,36.2114495074,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,107,alligator:nonvisual:yes:2,is-it-a-reptile,alligator,mask,pic,alligator,yes,yes,404.100955464,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,108,giraffe:visual:yes:1,does-it-have-spots,giraffe,nomask,prompt,,yes,yes,304.623657634,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,109,strawberry:visual:yes:3,does-it-have-green-leaves,strawberry,mask,prompt,,yes,yes,255.57159548,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,110,deer:visual:yes:4,does-it-have-hooves,deer,mask,prompt,,yes,yes,191.500088011,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,111,toad:nonvisual:yes:1,does-it-eat,toad,nomask,prompt,,yes,yes,421.58475105,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,112,train:nonvisual:no:2,does-it-grow-in-tropical-climates,train,mask,pic,chicken,no,no,163.619224419,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,113,grasshopper:nonvisual:no:3,does-it-taste-good,grasshopper,nomask,prompt,,no,no,262.45826864,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,114,raccoon:nonvisual:yes:2,is-it-furry,raccoon,mask,prompt,,yes,yes,243.32090329,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,115,jacket:visual:yes:4,does-it-have-sleeves,jacket,mask,prompt,,yes,yes,74.8952514987,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,116,giraffe:visual:no:2,does-it-have-warts,giraffe,nomask,prompt,,no,no,85.7154746191,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,117,chair:visual:no:2,does-it-have-a-tail,chair,mask,prompt,,no,no,202.290222936,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,118,camel:nonvisual:yes:1,does-it-live-in-the-desert,camel,mask,pic,camel,yes,yes,315.560712523,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,119,lion:visual:yes:3,does-it-have-a-tail,lion,mask,prompt,,yes,yes,78.4943104518,1
MDT102,102,2015_Nov_12_0916,LL-George,2,test,120,jacket:nonvisual:yes:2,is-it-worn-in-cold-temperatures,jacket,mask,prompt,,yes,yes,148.699966405,1
