"subj_id","seed","date","computer","block","block_type","trial","proposition_id","feat_type","question_slug","cue","mask_type","response_type","pic","correct_response","response","rt","is_correct"
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",0,"practice",0,"penguin:nonvisual:no:2","nonvisual","is-it-breakable","penguin","mask","prompt",NA,"no","timeout",1500,0
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",0,"practice",1,"grasshopper:nonvisual:yes:1","nonvisual","is-it-an-insect","grasshopper","mask","prompt",NA,"yes","yes",103.472326649,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",0,"practice",2,"tiger:visual:no:3","visual","does-it-have-large-ears","tiger","nomask","pic","alligator","no","timeout",1500,0
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",0,"practice",3,"tiger:visual:no:3","visual","does-it-have-large-ears","tiger","nomask","pic","alligator","no","no",1203.04148667,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",0,"practice",4,"jacket:visual:yes:3","visual","does-it-have-a-hood","jacket","mask","prompt",NA,"yes","yes",432.698383229,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",0,"practice",5,"rabbit:nonvisual:yes:6","nonvisual","does-it-make-noises","rabbit","mask","prompt",NA,"yes","yes",143.677119864,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",0,"practice",6,"train:visual:no:3","visual","does-it-have-a-beak","train","nomask","prompt",NA,"no","no",377.89432588,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",0,"practice",7,"bottle:visual:yes:4","visual","does-it-have-a-neck","bottle","nomask","prompt",NA,"yes","yes",625.821588561,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",9,"alligator:visual:yes:2","visual","is-it-long","alligator","mask","prompt",NA,"yes","yes",463.108769385,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",10,"banana:visual:yes:3","visual","does-it-have-a-peel","banana","nomask","pic","banana","yes","yes",72.1384831704,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",11,"dog:nonvisual:no:1","nonvisual","does-it-hop","dog","nomask","pic","camel","no","no",599.976313533,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",12,"raccoon:visual:no:6","visual","is-it-black","raccoon","mask","prompt",NA,"no","no",1365.19286968,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",13,"strawberry:visual:yes:1","visual","is-it-red","strawberry","nomask","prompt",NA,"yes","yes",254.529741127,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",14,"train:visual:yes:3","visual","does-it-have-many-cars","train","nomask","pic","train","yes","yes",1076.48337283,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",15,"jacket:visual:yes:4","visual","does-it-have-sleeves","jacket","nomask","prompt",NA,"yes","yes",142.82984403,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",16,"dog:visual:yes:4","visual","does-it-have-hair","dog","nomask","prompt",NA,"yes","yes",459.710383322,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",17,"apple:visual:yes:3","visual","does-it-have-seeds","apple","nomask","prompt",NA,"yes","yes",480.673979502,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",18,"jacket:visual:yes:1","visual","does-it-have-a-zipper","jacket","nomask","prompt",NA,"yes","yes",476.264751982,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",19,"bike:visual:yes:3","visual","does-it-have-gears","bike","mask","pic","bike","yes","yes",722.554439213,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",20,"deer:nonvisual:no:4","nonvisual","does-it-eat-people","deer","nomask","prompt",NA,"no","no",524.186893599,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",21,"apple:visual:yes:5","visual","does-it-have-a-core","apple","mask","prompt",NA,"yes","yes",306.460678577,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",22,"table:nonvisual:no:3","nonvisual","is-it-healthy","table","nomask","prompt",NA,"no","no",288.384926273,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",23,"zebra:nonvisual:yes:2","nonvisual","does-it-run-fast","zebra","mask","prompt",NA,"yes","yes",47.6868760306,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",24,"train:nonvisual:yes:4","nonvisual","is-it-loud","train","mask","prompt",NA,"yes","yes",777.832228458,1
"MDT114",114,"2015_Nov_12_1421","LL-ELAINE",1,"test",25,"toad:visual:no:2","visual","does-it-have-a-peel","toad","nomask","prompt",NA,"no","no",749.525467865,1
