subj_id,seed,date,computer,block,block_type,trial,proposition_id,question_slug,cue,mask_type,response_type,pic,correct_response,response,rt,is_correct
MDT116,116,2015_Nov_12_1525,LL-Kramer,0,practice,0,zebra:visual:yes:3,does-it-have-hooves,zebra,nomask,prompt,,yes,yes,871.952371206,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,0,practice,1,deer:nonvisual:yes:2,is-it-fast,deer,mask,prompt,,yes,timeout,1500.0,0
MDT116,116,2015_Nov_12_1525,LL-Kramer,0,practice,2,elephant:nonvisual:yes:5,does-it-eat-peanuts,elephant,mask,prompt,,yes,no,482.505961787,0
MDT116,116,2015_Nov_12_1525,LL-Kramer,0,practice,3,tiger:visual:yes:5,does-it-have-large-teeth,tiger,nomask,prompt,,yes,yes,51.0257189162,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,0,practice,4,train:nonvisual:no:2,does-it-grow-in-tropical-climates,train,nomask,prompt,,no,no,56.9706964307,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,0,practice,5,tiger:visual:yes:1,does-it-have-stripes,tiger,mask,prompt,,yes,yes,410.100346897,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,0,practice,6,apple:nonvisual:yes:4,is-it-nutritious,apple,nomask,pic,apple,yes,yes,405.422274489,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,0,practice,7,swan:nonvisual:no:4,does-it-travel-in-herds,swan,mask,prompt,,no,yes,305.839988403,0
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,9,zebra:nonvisual:no:2,is-it-used-for-eating-on,zebra,mask,prompt,,no,no,80.294799991,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,10,giraffe:visual:no:3,is-it-muddy,giraffe,nomask,prompt,,no,no,1132.79580045,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,11,dog:visual:no:5,does-it-have-a-mask,dog,nomask,prompt,,no,no,32.5899841264,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,12,table:nonvisual:yes:4,is-it-furniture,table,nomask,prompt,,yes,yes,91.185442172,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,13,elephant:visual:no:3,is-it-beige,elephant,nomask,prompt,,no,no,251.218411606,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,14,table:visual:yes:4,is-it-flat,table,mask,prompt,,yes,yes,245.287838392,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,15,elephant:nonvisual:yes:1,is-it-an-animal,elephant,mask,prompt,,yes,yes,239.684394561,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,16,bike:nonvisual:yes:3,does-it-have-different-speeds,bike,nomask,prompt,,yes,yes,165.627450682,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,17,donkey:visual:yes:4,does-it-have-hooves,donkey,mask,pic,donkey,yes,yes,48.4240511432,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,18,grasshopper:visual:no:5,does-it-have-long-legs,grasshopper,mask,pic,bike,no,no,1135.93201339,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,19,raccoon:visual:yes:5,does-it-have-a-mask,raccoon,nomask,prompt,,yes,yes,1460.05537501,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,20,train:nonvisual:yes:1,is-it-used-for-freight,train,mask,prompt,,yes,no,815.089224372,0
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,21,tiger:nonvisual:yes:4,does-it-live-in-zoos,tiger,nomask,prompt,,yes,yes,349.289566744,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,22,bottle:visual:yes:4,does-it-have-a-neck,bottle,nomask,prompt,,yes,yes,253.502552863,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,23,bike:nonvisual:no:1,does-it-live-in-africa,bike,mask,prompt,,no,no,864.67711255,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,24,pig:nonvisual:yes:3,is-it-eaten-as-bacon,pig,nomask,prompt,,yes,yes,74.4740166701,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,25,grasshopper:visual:yes:1,is-it-green,grasshopper,nomask,prompt,,yes,yes,738.096442539,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,26,lion:visual:yes:1,does-it-have-a-mane,lion,mask,pic,lion,yes,yes,155.344973784,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,27,alligator:visual:no:4,is-it-small,alligator,mask,prompt,,no,no,203.612502199,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,28,chicken:nonvisual:yes:4,is-it-eaten-by-frying,chicken,nomask,prompt,,yes,yes,29.710161034,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,29,strawberry:visual:yes:4,is-it-small,strawberry,mask,prompt,,yes,no,363.208552357,0
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,30,giraffe:nonvisual:yes:4,is-it-a-mammal,giraffe,nomask,prompt,,yes,yes,498.793592211,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,31,penguin:nonvisual:yes:4,does-it-lay-eggs,penguin,mask,pic,penguin,yes,yes,521.217291243,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,32,apple:nonvisual:yes:5,is-it-used-for-cider,apple,mask,prompt,,yes,yes,87.1260981075,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,33,bike:nonvisual:yes:2,is-it-used-for-racing,bike,nomask,prompt,,yes,yes,19.5675622672,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,34,toad:nonvisual:yes:4,does-it-eat-insects,toad,nomask,prompt,,yes,yes,184.170094319,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,35,table:visual:yes:1,is-it-made-of-wood,table,nomask,prompt,,yes,yes,97.3205510527,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,36,jacket:nonvisual:no:1,is-it-a-vegetable,jacket,nomask,prompt,,no,no,71.1896033026,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,37,chair:visual:yes:3,does-it-have-armrests,chair,nomask,pic,chair,yes,yes,393.728854135,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,38,carrot:nonvisual:yes:4,is-it-a-root,carrot,nomask,prompt,,yes,timeout,1500.0,0
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,39,alligator:nonvisual:yes:5,does-it-eat-people,alligator,nomask,pic,alligator,yes,yes,201.489364728,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,40,toad:visual:yes:3,is-it-small,toad,mask,prompt,,yes,no,888.680440839,0
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,41,mouse:visual:yes:3,does-it-have-fur,mouse,nomask,prompt,,yes,yes,659.877406899,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,42,dog:nonvisual:yes:3,is-it-a-pet,dog,nomask,prompt,,yes,yes,162.038634531,1
MDT116,116,2015_Nov_12_1525,LL-Kramer,1,test,43,rabbit:visual:yes:4,does-it-have-a-tail,rabbit,mask,prompt,,yes,yes,872.8707009,1
