subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question_slug,cue,mask_type,response_type,pic,correct_response,response,rt,is_correct
MDT135,135,2015_Nov_13_1348,LL-ELAINE,0,practice,0,dog:visual:yes:2,visual,does-it-have-legs,dog,mask,prompt,,yes,yes,489.671364427,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,0,practice,1,pig:visual:yes:4,visual,does-it-have-legs,pig,mask,pic,pig,yes,yes,1481.96265846,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,0,practice,2,pineapple:visual:yes:5,visual,does-it-have-a-core,pineapple,mask,prompt,,yes,yes,449.963669991,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,0,practice,3,toad:nonvisual:yes:3,nonvisual,is-it-an-amphibian,toad,mask,prompt,,yes,yes,1406.92480793,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,0,practice,4,zebra:nonvisual:no:2,nonvisual,is-it-used-for-eating-on,zebra,mask,pic,jacket,no,no,1329.84574907,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,0,practice,5,giraffe:visual:yes:1,visual,does-it-have-spots,giraffe,nomask,prompt,,yes,yes,1000.96154772,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,0,practice,6,train:nonvisual:no:4,nonvisual,does-it-produce-offspring,train,mask,prompt,,no,no,798.213262577,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,0,practice,7,deer:visual:yes:1,visual,does-it-have-antlers,deer,mask,pic,deer,yes,yes,937.09448725,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,9,alligator:nonvisual:yes:3,nonvisual,does-it-live-in-swamps,alligator,mask,prompt,,yes,yes,316.401686287,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,10,rabbit:nonvisual:yes:2,nonvisual,is-it-a-pet,rabbit,mask,prompt,,yes,yes,367.658516159,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,11,camel:visual:yes:5,visual,is-it-beige,camel,mask,prompt,,yes,yes,645.196262747,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,12,chicken:visual:yes:1,visual,does-it-have-feathers,chicken,mask,prompt,,yes,yes,362.527487567,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,13,chair:visual:yes:4,visual,does-it-have-a-seat,chair,nomask,prompt,,yes,yes,449.861561414,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,14,zebra:visual:no:1,visual,is-it-red,zebra,mask,pic,strawberry,no,no,223.344099009,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,15,toad:nonvisual:no:2,nonvisual,does-it-run-fast,toad,mask,prompt,,no,no,579.449638724,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,16,strawberry:nonvisual:yes:3,nonvisual,is-it-used-for-making-jam,strawberry,nomask,pic,strawberry,yes,yes,949.950866401,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,17,carrot:nonvisual:yes:1,nonvisual,is-it-a-vegetable,carrot,mask,prompt,,yes,yes,449.606450275,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,18,giraffe:visual:yes:3,visual,does-it-have-long-legs,giraffe,mask,prompt,,yes,yes,617.290893802,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,19,dog:visual:yes:1,visual,does-it-have-four-legs,dog,mask,prompt,,yes,yes,591.602462111,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,20,camel:nonvisual:yes:5,nonvisual,does-it-spit,camel,mask,prompt,,yes,yes,718.855169369,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,21,donkey:visual:yes:2,visual,does-it-have-four-legs,donkey,nomask,prompt,,yes,yes,481.535019353,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,22,banana:nonvisual:yes:1,nonvisual,is-it-a-fruit,banana,nomask,prompt,,yes,yes,443.102559773,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,23,chair:nonvisual:yes:4,nonvisual,is-it-used-for-relaxing,chair,mask,pic,chair,yes,yes,748.759494629,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,24,bike:visual:yes:2,visual,does-it-have-a-seat,bike,mask,prompt,,yes,yes,419.711087598,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,25,swan:visual:yes:2,visual,does-it-have-a-beak,swan,mask,prompt,,yes,timeout,1500.0,0
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,26,raccoon:visual:no:6,visual,is-it-black,raccoon,mask,prompt,,no,yes,381.228053942,0
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,27,grasshopper:visual:yes:4,visual,does-it-have-antennae,grasshopper,nomask,prompt,,yes,yes,479.184925091,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,28,donkey:visual:yes:4,visual,does-it-have-hooves,donkey,mask,prompt,,yes,no,1285.12225812,0
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,29,chicken:nonvisual:yes:4,nonvisual,is-it-eaten-by-frying,chicken,mask,prompt,,yes,yes,444.167496171,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,30,elephant:visual:yes:3,visual,does-it-have-four-legs,elephant,nomask,pic,elephant,yes,yes,553.508656798,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,31,swan:visual:no:4,visual,is-it-made-of-wood,swan,nomask,pic,strawberry,no,no,1212.07696223,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,32,apple:nonvisual:no:2,nonvisual,does-it-live-in-africa,apple,nomask,prompt,,no,no,473.644182552,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,33,rabbit:visual:yes:4,visual,does-it-have-a-tail,rabbit,mask,prompt,,yes,yes,427.734121215,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,34,tiger:visual:yes:4,visual,does-it-have-whiskers,tiger,mask,pic,tiger,yes,yes,985.746751772,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,35,apple:visual:yes:1,visual,is-it-red,apple,nomask,pic,apple,yes,timeout,1500.0,0
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,36,alligator:visual:no:2,visual,is-it-grey,alligator,mask,prompt,,no,no,453.426074004,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,37,pineapple:visual:no:3,visual,does-it-have-whiskers,pineapple,mask,prompt,,no,no,418.958878145,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,38,strawberry:visual:yes:1,visual,is-it-red,strawberry,mask,prompt,,yes,yes,570.282926783,1
MDT135,135,2015_Nov_13_1348,LL-ELAINE,1,test,39,jacket:visual:yes:3,visual,does-it-have-a-hood,jacket,nomask,pic,jacket,yes,no,769.281047862,0
