subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question_slug,cue,mask_type,response_type,pic,correct_response,response,rt,is_correct
MDT145,145,2015_Nov_13_1547,LL-ELAINE,0,practice,0,chicken:visual:no:3,visual,does-it-have-hooves,chicken,mask,pic,carrot,no,timeout,1500.0,0
MDT145,145,2015_Nov_13_1547,LL-ELAINE,0,practice,1,zebra:visual:yes:2,visual,does-it-have-four-legs,zebra,mask,pic,zebra,yes,timeout,1500.0,0
MDT145,145,2015_Nov_13_1547,LL-ELAINE,0,practice,2,jacket:nonvisual:no:2,nonvisual,does-it-eat-leaves,jacket,nomask,prompt,,no,no,1453.77817191,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,0,practice,3,chicken:nonvisual:no:5,nonvisual,is-it-comfortable,chicken,mask,prompt,,no,yes,129.330085358,0
MDT145,145,2015_Nov_13_1547,LL-ELAINE,0,practice,4,toad:visual:no:4,visual,does-it-have-whiskers,toad,nomask,pic,swan,no,no,674.674229464,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,0,practice,5,mouse:visual:yes:4,visual,does-it-have-whiskers,mouse,mask,prompt,,yes,yes,710.674971808,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,0,practice,6,raccoon:nonvisual:yes:1,nonvisual,does-it-eat-garbage,raccoon,mask,prompt,,yes,yes,108.947450994,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,0,practice,7,table:nonvisual:yes:2,nonvisual,is-it-found-in-kitchens,table,mask,prompt,,yes,yes,673.384910449,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,9,deer:nonvisual:no:3,nonvisual,is-it-loud,deer,mask,prompt,,no,no,75.9152148385,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,10,toad:nonvisual:yes:2,nonvisual,does-it-hop,toad,mask,pic,toad,yes,yes,67.8476889152,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,11,table:visual:yes:3,visual,does-it-have-legs,table,mask,prompt,,yes,yes,61.7240639403,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,12,elephant:visual:yes:4,visual,does-it-have-a-tail,elephant,nomask,prompt,,yes,yes,585.019509541,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,13,strawberry:nonvisual:yes:3,nonvisual,is-it-used-for-making-jam,strawberry,mask,prompt,,yes,yes,421.67227366,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,14,chair:nonvisual:yes:3,nonvisual,is-it-comfortable,chair,nomask,prompt,,yes,yes,610.508845653,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,15,donkey:visual:yes:3,visual,does-it-have-a-tail,donkey,nomask,prompt,,yes,yes,47.5815667305,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,16,dog:nonvisual:yes:3,nonvisual,is-it-a-pet,dog,mask,prompt,,yes,yes,390.816643368,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,17,bike:visual:yes:4,visual,is-it-made-of-metal,bike,mask,pic,bike,yes,yes,685.73842966,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,18,zebra:visual:yes:3,visual,does-it-have-hooves,zebra,nomask,prompt,,yes,no,163.003780181,0
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,19,apple:nonvisual:yes:1,nonvisual,is-it-a-fruit,apple,nomask,prompt,,yes,yes,393.30373588,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,20,donkey:nonvisual:no:4,nonvisual,does-it-chase-cats,donkey,mask,prompt,,no,no,263.523284812,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,21,penguin:nonvisual:no:3,nonvisual,is-it-an-herbivore,penguin,mask,prompt,,no,timeout,1500.0,0
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,22,elephant:nonvisual:yes:4,nonvisual,is-it-used-in-circuses,elephant,nomask,prompt,,yes,no,549.415037036,0
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,23,penguin:visual:no:3,visual,does-it-have-four-legs,penguin,nomask,pic,apple,no,timeout,1500.0,0
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,24,pig:nonvisual:no:5,nonvisual,does-it-grow-in-hawaii,pig,nomask,pic,donkey,no,no,139.067516429,1
MDT145,145,2015_Nov_13_1547,LL-ELAINE,1,test,25,giraffe:nonvisual:yes:5,nonvisual,does-it-live-in-grass,giraffe,nomask,prompt,,yes,yes,1017.90450444,1
