subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question_slug,cue,mask_type,response_type,pic,correct_response,response,rt,is_correct
MDT138,138,2015_Nov_13_1427,LL-George,0,practice,0,apple:nonvisual:yes:2,nonvisual,does-it-grow-on-trees,apple,nomask,prompt,,yes,yes,194.924667027,1
MDT138,138,2015_Nov_13_1427,LL-George,0,practice,1,train:nonvisual:no:3,nonvisual,does-it-live-in-the-arctic,train,nomask,pic,bike,no,no,1068.95839802,1
MDT138,138,2015_Nov_13_1427,LL-George,0,practice,2,rabbit:nonvisual:yes:6,nonvisual,does-it-make-noises,rabbit,mask,pic,rabbit,yes,yes,794.549842677,1
MDT138,138,2015_Nov_13_1427,LL-George,0,practice,3,alligator:visual:no:4,visual,is-it-small,alligator,nomask,prompt,,no,no,778.560751313,1
MDT138,138,2015_Nov_13_1427,LL-George,0,practice,4,toad:nonvisual:yes:4,nonvisual,does-it-eat-insects,toad,nomask,prompt,,yes,no,1010.19035699,0
MDT138,138,2015_Nov_13_1427,LL-George,0,practice,5,bike:nonvisual:no:2,nonvisual,is-it-nocturnal,bike,mask,prompt,,no,timeout,1500.0,0
MDT138,138,2015_Nov_13_1427,LL-George,0,practice,6,zebra:nonvisual:yes:2,nonvisual,does-it-run-fast,zebra,mask,prompt,,yes,yes,420.307733673,1
MDT138,138,2015_Nov_13_1427,LL-George,0,practice,7,lion:nonvisual:yes:5,nonvisual,does-it-roar,lion,mask,prompt,,yes,no,407.618761064,0
MDT138,138,2015_Nov_13_1427,LL-George,1,test,9,pineapple:nonvisual:yes:4,nonvisual,does-it-grow-in-hawaii,pineapple,nomask,prompt,,yes,yes,646.61041634,1
MDT138,138,2015_Nov_13_1427,LL-George,1,test,10,camel:nonvisual:yes:1,nonvisual,does-it-live-in-the-desert,camel,mask,prompt,,yes,yes,429.436034992,1
MDT138,138,2015_Nov_13_1427,LL-George,1,test,11,alligator:nonvisual:yes:1,nonvisual,is-it-an-animal,alligator,mask,prompt,,yes,no,521.420683518,0
MDT138,138,2015_Nov_13_1427,LL-George,1,test,12,toad:visual:yes:4,visual,does-it-have-a-long-tongue,toad,mask,prompt,,yes,no,557.045001328,0
MDT138,138,2015_Nov_13_1427,LL-George,1,test,13,donkey:nonvisual:no:3,nonvisual,is-it-furniture,donkey,mask,prompt,,no,no,531.650411474,1
MDT138,138,2015_Nov_13_1427,LL-George,1,test,14,chicken:nonvisual:yes:4,nonvisual,is-it-eaten-by-frying,chicken,mask,prompt,,yes,yes,568.684081649,1
MDT138,138,2015_Nov_13_1427,LL-George,1,test,15,bike:nonvisual:no:3,nonvisual,is-it-a-mammal,bike,nomask,prompt,,no,no,704.71171174,1
MDT138,138,2015_Nov_13_1427,LL-George,1,test,16,camel:visual:no:2,visual,does-it-have-seeds,camel,nomask,prompt,,no,yes,932.768802835,0
MDT138,138,2015_Nov_13_1427,LL-George,1,test,17,tiger:visual:no:4,visual,is-it-yellow-inside,tiger,mask,pic,bottle,no,no,1013.17454779,1
MDT138,138,2015_Nov_13_1427,LL-George,1,test,18,bike:visual:yes:3,visual,does-it-have-gears,bike,mask,pic,bike,yes,yes,1103.45824277,1
MDT138,138,2015_Nov_13_1427,LL-George,1,test,19,mouse:nonvisual:yes:3,nonvisual,does-it-eat,mouse,nomask,pic,mouse,yes,yes,868.633507569,1
MDT138,138,2015_Nov_13_1427,LL-George,1,test,20,strawberry:visual:no:1,visual,does-it-have-four-legs,strawberry,nomask,pic,train,no,no,873.739569096,1
MDT138,138,2015_Nov_13_1427,LL-George,1,test,21,deer:visual:yes:1,visual,does-it-have-antlers,deer,mask,prompt,,yes,yes,714.05255223,1
MDT138,138,2015_Nov_13_1427,LL-George,1,test,22,carrot:visual:no:4,visual,does-it-have-wings,carrot,mask,pic,banana,no,no,926.7309619,1
MDT138,138,2015_Nov_13_1427,LL-George,1,test,23,bike:visual:yes:1,visual,does-it-have-handle-bars,bike,nomask,pic,bike,yes,yes,459.492082596,1
MDT138,138,2015_Nov_13_1427,LL-George,1,test,24,zebra:nonvisual:yes:1,nonvisual,is-it-an-animal,zebra,mask,pic,zebra,yes,yes,813.748147484,1
MDT138,138,2015_Nov_13_1427,LL-George,1,test,25,penguin:visual:yes:4,visual,does-it-have-wings,penguin,nomask,prompt,,yes,yes,894.511752072,1
MDT138,138,2015_Nov_13_1427,LL-George,1,test,26,grasshopper:nonvisual:yes:2,nonvisual,does-it-live-in-grass,grasshopper,mask,prompt,,yes,yes,569.423487499,1
MDT138,138,2015_Nov_13_1427,LL-George,1,test,27,alligator:visual:yes:2,visual,is-it-long,alligator,nomask,prompt,,yes,yes,482.700463809,1
