subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question_slug,cue,mask_type,response_type,pic,correct_response,response,rt,is_correct
MDT131,131,2015_Nov_13_1259,LL-ELAINE,0,practice,0,dog:visual:yes:1,visual,does-it-have-four-legs,dog,nomask,pic,dog,yes,yes,1190.29649859,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,0,practice,1,banana:nonvisual:yes:4,nonvisual,is-it-healthy,banana,nomask,pic,banana,yes,yes,840.874099405,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,0,practice,2,bottle:visual:yes:4,visual,does-it-have-a-neck,bottle,nomask,pic,bottle,yes,yes,997.381991241,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,0,practice,3,bottle:nonvisual:yes:4,nonvisual,is-it-breakable,bottle,nomask,pic,bottle,yes,yes,872.167931637,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,0,practice,4,toad:visual:no:1,visual,does-it-have-handle-bars,toad,nomask,prompt,,no,no,573.085947195,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,0,practice,5,table:visual:yes:1,visual,is-it-made-of-wood,table,mask,prompt,,yes,timeout,1500.0,0
MDT131,131,2015_Nov_13_1259,LL-ELAINE,0,practice,6,alligator:visual:yes:3,visual,does-it-have-scales,alligator,nomask,prompt,,yes,yes,1103.05268993,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,0,practice,7,lion:nonvisual:yes:1,nonvisual,is-it-an-animal,lion,mask,prompt,,yes,yes,831.313037546,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,1,test,9,penguin:visual:yes:1,visual,is-it-black,penguin,nomask,prompt,,yes,yes,368.277888745,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,1,test,10,giraffe:visual:no:3,visual,is-it-muddy,giraffe,nomask,prompt,,no,yes,1225.40899389,0
MDT131,131,2015_Nov_13_1259,LL-ELAINE,1,test,11,rabbit:visual:yes:2,visual,does-it-have-feet,rabbit,nomask,prompt,,yes,yes,509.775841609,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,1,test,12,bike:nonvisual:yes:2,nonvisual,is-it-used-for-racing,bike,nomask,prompt,,yes,yes,129.052568227,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,1,test,13,lion:visual:yes:1,visual,does-it-have-a-mane,lion,nomask,prompt,,yes,yes,482.688300312,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,1,test,14,donkey:nonvisual:yes:5,nonvisual,does-it-make-noises,donkey,nomask,prompt,,yes,yes,590.265450068,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,1,test,15,chair:visual:yes:3,visual,does-it-have-armrests,chair,nomask,pic,chair,yes,yes,212.266134797,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,1,test,16,bike:visual:no:3,visual,does-it-have-feet,bike,nomask,prompt,,no,no,1472.63270104,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,1,test,17,pineapple:nonvisual:yes:3,nonvisual,does-it-grow-on-trees,pineapple,mask,prompt,,yes,yes,1226.86796007,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,1,test,18,bike:nonvisual:yes:3,nonvisual,does-it-have-different-speeds,bike,mask,pic,bike,yes,yes,1026.86475916,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,1,test,19,alligator:nonvisual:no:1,nonvisual,is-it-a-mammal,alligator,nomask,prompt,,no,no,975.16172519,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,1,test,20,zebra:nonvisual:no:5,nonvisual,does-it-live-in-jungles,zebra,nomask,pic,raccoon,no,timeout,1500.0,0
MDT131,131,2015_Nov_13_1259,LL-ELAINE,1,test,21,jacket:visual:yes:4,visual,does-it-have-sleeves,jacket,mask,prompt,,yes,yes,1172.75657551,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,1,test,22,donkey:nonvisual:no:1,nonvisual,does-it-lay-eggs,donkey,mask,pic,pineapple,no,no,474.934141617,1
MDT131,131,2015_Nov_13_1259,LL-ELAINE,1,test,23,toad:nonvisual:yes:1,nonvisual,does-it-eat,toad,nomask,prompt,,yes,yes,871.832798468,1
